物質ID,出典,CAS RN,日本語名,英語名,窒素等価係数,酸素等量係数,pH,最大濃度,最小濃度,酸 (pH≦2),塩基 (pH≧11.5),無機塩類,アルデヒド類,フェノール類,界面活性剤、その他の成分,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：気体）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉じん、ミスト）,皮膚腐食性及び皮膚刺激性,眼に対する重篤な損傷性又は眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,生殖毒性・授乳影響,特定標的臓器毒性（単回ばく露）,特定標的臓器毒性（単回ばく露）区分（1）,特定標的臓器毒性（単回ばく露）臓器種（1）,特定標的臓器毒性（単回ばく露）暴露経路（1）,特定標的臓器毒性（単回ばく露）区分（2）,特定標的臓器毒性（単回ばく露）臓器種（2）,特定標的臓器毒性（単回ばく露）暴露経路（2）,特定標的臓器毒性（単回ばく露）区分（3）,特定標的臓器毒性（単回ばく露）臓器種（3）,特定標的臓器毒性（単回ばく露）暴露経路（3）,特定標的臓器毒性（単回ばく露）区分（4）,特定標的臓器毒性（単回ばく露）臓器種（4）,特定標的臓器毒性（単回ばく露）暴露経路（4）,特定標的臓器毒性（単回ばく露）区分（5）,特定標的臓器毒性（単回ばく露）臓器種（5）,特定標的臓器毒性（単回ばく露）暴露経路（5）,特定標的臓器毒性（単回ばく露）区分（6）,特定標的臓器毒性（単回ばく露）臓器種（6）,特定標的臓器毒性（単回ばく露）暴露経路（6）,特定標的臓器毒性（単回ばく露）区分（7）,特定標的臓器毒性（単回ばく露）臓器種（7）,特定標的臓器毒性（単回ばく露）暴露経路（7）,特定標的臓器毒性（単回ばく露）区分（8）,特定標的臓器毒性（単回ばく露）臓器種（8）,特定標的臓器毒性（単回ばく露）暴露経路（8）,特定標的臓器毒性（単回ばく露）区分（9）,特定標的臓器毒性（単回ばく露）臓器種（9）,特定標的臓器毒性（単回ばく露）暴露経路（9）,特定標的臓器毒性（単回ばく露）区分（10）,特定標的臓器毒性（単回ばく露）臓器種（10）,特定標的臓器毒性（単回ばく露）暴露経路（10）,特定標的臓器毒性（反復ばく露）,特定標的臓器毒性（反復ばく露）区分(1),特定標的臓器毒性（反復ばく露）臓器種(1),特定標的臓器毒性（反復ばく露）暴露経路(1),特定標的臓器毒性（反復ばく露）区分(2),特定標的臓器毒性（反復ばく露）臓器種(2),特定標的臓器毒性（反復ばく露）暴露経路(2),特定標的臓器毒性（反復ばく露）区分(3),特定標的臓器毒性（反復ばく露）臓器種(3),特定標的臓器毒性（反復ばく露）暴露経路(3),特定標的臓器毒性（反復ばく露）区分(4),特定標的臓器毒性（反復ばく露）臓器種(4),特定標的臓器毒性（反復ばく露）暴露経路(4),特定標的臓器毒性（反復ばく露）区分(5),特定標的臓器毒性（反復ばく露）臓器種(5),特定標的臓器毒性（反復ばく露）暴露経路(5),特定標的臓器毒性（反復ばく露）区分(6),特定標的臓器毒性（反復ばく露）臓器種(6),特定標的臓器毒性（反復ばく露）暴露経路(6),特定標的臓器毒性（反復ばく露）区分(7),特定標的臓器毒性（反復ばく露）臓器種(7),特定標的臓器毒性（反復ばく露）暴露経路(7),特定標的臓器毒性（反復ばく露）区分(8),特定標的臓器毒性（反復ばく露）臓器種(8),特定標的臓器毒性（反復ばく露）暴露経路(8),特定標的臓器毒性（反復ばく露）区分(9),特定標的臓器毒性（反復ばく露）臓器種(9),特定標的臓器毒性（反復ばく露）暴露経路(9),特定標的臓器毒性（反復ばく露）区分(10),特定標的臓器毒性（反復ばく露）臓器種(10),特定標的臓器毒性（反復ばく露）暴露経路(10),誤えん有害性,水生環境有害性　短期　（急性）,水生環境有害性　長期　（慢性）,オゾン層への有害性,急性毒性（経口）急性毒性推定値（ATE）mg/kg,急性毒性（経皮）急性毒性推定値（ATE）mg/kg,急性毒性（吸入：気体）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）mg/L,急性毒性（吸入：粉じん、ミスト）急性毒性推定値（ATE）mg/l,LC50(魚類),EC50(甲殻類),EC50(藻類),毒性乗率　水生環境有害性　短期　（急性）,NOEC(魚類),NOEC(甲殻類),NOEC(藻類),急速分解性有無,毒性乗率　水生環境有害性　長期　（慢性）,GHS分類結果情報参照URL（日）,GHS分類結果情報参照URL（英）,ratio
m-nite-29935-35-1,NITE,29935-35-1,ヘキサフルオロ砒酸リチウム,lithium hexafluoroarsenate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,区分2,分類できない,分類できない,分類できない,区分1A,区分2,,区分あり,区分1,消化器系,,区分1,循環器系,,区分1,神経系,,区分1,血液系,,区分1,呼吸器,,区分1,皮膚,,区分1,腎臓,,区分1,肝臓,,,,,,,,区分あり,区分1,消化器系,,区分1,循環器系,,区分1,神経系,,区分1,腎臓,,区分1,肝臓,,区分1,血液系,,区分1,呼吸器系,,区分1,皮膚,,区分1,骨格系,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-29935-35-1.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-299-42-3,NITE,299-42-3,エフェドリン,ephedrine,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分4,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分に該当しない,分類できない,区分1A,授乳に対するまたは授乳を介した影響に関する追加区分,区分あり,区分2,心臓,,区分2,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分2,心臓,,区分2,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,600,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-299-42-3.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-29973-13-5,NITE,29973-13-5,2-エチルチオメチルフェニル-N-メチルカルバメート,ethiofencarb,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分3,区分5,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分に該当しない,分類できない,区分に該当しない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分2,肝臓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,,227,2500,,,,,,0.22,,1,,,,無,1,https://www.nite.go.jp/chem/ghs/m-nite-29973-13-5.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-299-84-3,NITE,299-84-3,チオりん酸Ｏ_Ｏ－ジメチル－Ｏ－（２_４_５－トリクロロフェニル）　（別名：ロンネル）,O_O-Dimethyl O-(2_4_5-trichlorophenyl) phosphorothioate; Ronnel,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,タイプG,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分4,区分4,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,分類できない,分類できない,区分に該当しない,分類できない,区分に該当しない,区分1B,,区分あり,区分1,神経系,,区分1,呼吸器,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,625,1600,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-299-84-3.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-299-86-5,NITE,299-86-5,N-メチルアミノホスホン酸O-（4-ターシャリ-ブチル-2-クロロフェニル）-O-メチル【クロホメート】,4-tert-butyl-2-chlorophenyl methyl methylphosphoramidate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分4,区分4,区分に該当しない（分類対象外）,分類できない,分類できない,区分3,区分2A,分類できない,分類できない,分類できない,区分に該当しない,分類できない,,区分あり,区分2,神経系,,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分2,区分2,分類できない,460,2000,,,,,,3.7,,,,,,無,,https://www.nite.go.jp/chem/ghs/m-nite-299-86-5.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-3006-82-4,NITE,3006-82-4,t-ブチルパーオキシオクトエート,tert-Butyl peroxy(2-ethylhexanoate),,,,,,,,,,,,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分4,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,タイプC,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,分類できない,10000,,,,,42.2,,,0.3,1,,,0.017,無,1,https://www.nite.go.jp/chem/ghs/m-nite-3006-82-4.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-3006-86-8,NITE,3006-86-8,1_1-ビス（t-ブチルパーオキシ）シクロヘキサン,1_1-Bis(tert-butylperoxy)cyclohexane,,,,,,,,,,,,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分4,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,タイプB,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,16653,,,19458,207.2,207.2,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-3006-86-8.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-300-76-5,NITE,300-76-5,りん酸1_2-ジブロモ-2_2-ジクロロエチル=ジメチル,naled,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分3,区分3,区分に該当しない（分類対象外）,分類できない,区分2,区分2,区分2A,分類できない,区分1,区分に該当しない,区分に該当しない,区分に該当しない,,区分あり,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,神経系,,区分1,血液,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,,139,360,,,,0.19,,0.018,,10,,,,無,10,https://www.nite.go.jp/chem/ghs/m-nite-300-76-5.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-301-02-0,NITE,301-02-0,オレイン酸アミド,Oleic acid amide,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2B,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,5000,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-301-02-0.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-301-04-2,NITE,301-04-2,酢酸鉛（II）,Lead diacetate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分2,区分2A,分類できない,分類できない,区分2,区分2,区分1A,,区分あり,区分1,血液系,,区分1,腎臓,,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,血液系,,区分1,腎臓,,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,,,,,,,,,0.9,,1,,,,不明,1,https://www.nite.go.jp/chem/ghs/m-nite-301-04-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-301-12-2,NITE,301-12-2,チオりん酸S‐［2‐（エチルスルフィニル）エチル］O_O‐ジメチル（別名オキシデメトンメチル）,oxydemeton-methyl; S-2-(ethylsulphinyl)ethyl O_O-dimethyl phosphorothioate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分2,区分2,区分に該当しない（分類対象外）,分類できない,区分2,区分に該当しない,分類できない,分類できない,分類できない,区分2,分類できない,区分2,,区分あり,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,,30,112,,,,0.35,,0.24,,1,,,,無,1,https://www.nite.go.jp/chem/ghs/m-nite-301-12-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-30171-80-3,NITE,30171-80-3,2-｛［ジブロモ（メチル）フェノキシ］メチル｝オキシラン,2- [ (Dibromo(methyl)phenoxy) methyl ] oxirane,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,分類できない,,,,,,,,,0.61,1,,,,無,1,https://www.nite.go.jp/chem/ghs/m-nite-30171-80-3.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-302-01-2,NITE,302-01-2,ヒドラジン,Hydrazine,,,,,,,,,,,,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分3,区分に該当しない（分類対象外）,タイプG,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分3,区分2,区分に該当しない（分類対象外）,区分3,分類できない,区分1,区分1,分類できない,区分1,区分2,区分1B,区分2,,区分あり,区分1,中枢神経系,,区分1,肝臓,,区分3,気道刺激性,,区分3,麻酔作用,,,,,,,,,,,,,,,,,,,,区分あり,区分1,中枢神経系,,区分1,呼吸器,,区分1,心臓,,区分1,肝臓,,区分1,生殖器,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,分類できない,60,91,,570,0.747,,,0.04,0.006,100,,,0.001,無,100,https://www.nite.go.jp/chem/ghs/m-nite-302-01-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-302-17-0,NITE,302-17-0,抱水クロラール,Chloral hydrate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分4,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分1,区分1,分類できない,分類できない,区分1B,区分1B,区分に該当しない,,区分あり,区分1,中枢神経系,,区分1,心臓,,区分3,麻酔作用,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,中枢神経系,,区分2,肝臓,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分に該当しない,区分に該当しない,分類できない,480,3030,,,,,,500,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-302-17-0.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
